わの,1345,1345,10000,名詞,一般,*,*,*,*,わの,ワノ,ワノ,1/2,*,わ]の
わと,1345,1345,10000,名詞,一般,*,*,*,*,わと,ワト,ワト,1/2,*,わ]と
わだち,1345,1345,10000,名詞,一般,*,*,*,*,わだち,ワダチ,ワダチ,0/3,*,わ[だち
わたる,1345,1345,10000,名詞,一般,*,*,*,*,わたる,ワタル,ワタル,0/3,*,わ[たる
わたり,1345,1345,10000,名詞,一般,*,*,*,*,わたり,ワタリ,ワタリ,0/3,*,わ[たり
わさび,1345,1345,10000,名詞,一般,*,*,*,*,わさび,ワサビ,ワサビ,1/3,*,わ]さび
わさ,1345,1345,10000,名詞,一般,*,*,*,*,わさ,ワサ,ワサ,1/2,*,わ]さ
わこ,1345,1345,10000,名詞,一般,*,*,*,*,わこ,ワコ,ワコ,0/2,*,わ[こ
わぐり,1345,1345,10000,名詞,一般,*,*,*,*,わぐり,ワグリ,ワグリ,0/3,*,わ[ぐり
わくり,1345,1345,10000,名詞,一般,*,*,*,*,わくり,ワクリ,ワクリ,0/3,*,わ[くり
わき,1345,1345,10000,名詞,一般,*,*,*,*,わき,ワキ,ワキ,1/2,*,わ]き
わかを,1345,1345,10000,名詞,一般,*,*,*,*,わかを,ワカヲ,ワカヲ,0/3,*,わ[かを
わかゑ,1345,1345,10000,名詞,一般,*,*,*,*,わかゑ,ワカヱ,ワカヱ,1/3,*,わ]かゑ
わかほ,1345,1345,10000,名詞,一般,*,*,*,*,わかほ,ワカホ,ワカホ,1/3,*,わ]かほ
わかば,1345,1345,10000,名詞,一般,*,*,*,*,わかば,ワカバ,ワカバ,1/3,*,わ]かば
わかな,1345,1345,10000,名詞,一般,*,*,*,*,わかな,ワカナ,ワカナ,1/3,*,わ]かな
わかさ,1345,1345,10000,名詞,一般,*,*,*,*,わかさ,ワカサ,ワカサ,0/3,*,わ[かさ
わかこ,1345,1345,10000,名詞,一般,*,*,*,*,わかこ,ワカコ,ワカコ,1/3,*,わ]かこ
わか,1345,1345,10000,名詞,一般,*,*,*,*,わか,ワカ,ワカ,1/2,*,わ]か
わ,1345,1345,10000,名詞,一般,*,*,*,*,わ,ワ,ワ,0/1,*,わ
ろーら,1345,1345,10000,名詞,一般,*,*,*,*,ろーら,ローラ,ローラ,0/3,*,ろ[ーら
ろろあ,1345,1345,10000,名詞,一般,*,*,*,*,ろろあ,ロロア,ロロア,1/3,*,ろ]ろあ
ろりえ,1345,1345,10000,名詞,一般,*,*,*,*,ろりえ,ロリエ,ロリエ,1/3,*,ろ]りえ
ろまん,1345,1345,10000,名詞,一般,*,*,*,*,ろまん,ロマン,ロマン,1/3,*,ろ]まん
ろここ,1345,1345,10000,名詞,一般,*,*,*,*,ろここ,ロココ,ロココ,0/3,*,ろ[ここ
れんま,1345,1345,10000,名詞,一般,*,*,*,*,れんま,レンマ,レンマ,0/3,*,れ[んま
れんの,1345,1345,10000,名詞,一般,*,*,*,*,れんの,レンノ,レンノ,0/3,*,れ[んの
れんな,1345,1345,10000,名詞,一般,*,*,*,*,れんな,レンナ,レンナ,0/3,*,れ[んな
れんげ,1345,1345,10000,名詞,一般,*,*,*,*,れんげ,レンゲ,レンゲ,0/3,*,れ[んげ
れんか,1345,1345,10000,名詞,一般,*,*,*,*,れんか,レンカ,レンカ,0/3,*,れ[んか
れん,1345,1345,10000,名詞,一般,*,*,*,*,れん,レン,レン,1/2,*,れ]ん
れゐ,1345,1345,10000,名詞,一般,*,*,*,*,れゐ,レヰ,レヰ,1/2,*,れ]ゐ
れもん,1345,1345,10000,名詞,一般,*,*,*,*,れもん,レモン,レモン,1/3,*,れ]もん
れみい,1345,1345,10000,名詞,一般,*,*,*,*,れみい,レミイ,レミイ,0/3,*,れ[みい
れみあ,1345,1345,10000,名詞,一般,*,*,*,*,れみあ,レミア,レミア,0/3,*,れ[みあ
れみ,1345,1345,10000,名詞,一般,*,*,*,*,れみ,レミ,レミ,1/2,*,れ]み
れま,1345,1345,10000,名詞,一般,*,*,*,*,れま,レマ,レマ,1/2,*,れ]ま
れの,1345,1345,10000,名詞,一般,*,*,*,*,れの,レノ,レノ,1/2,*,れ]の
れにい,1345,1345,10000,名詞,一般,*,*,*,*,れにい,レニイ,レニイ,0/3,*,れ[にい
れに,1345,1345,10000,名詞,一般,*,*,*,*,れに,レニ,レニ,1/2,*,れ]に
れなん,1345,1345,10000,名詞,一般,*,*,*,*,れなん,レナン,レナン,0/3,*,れ[なん
れな,1345,1345,10000,名詞,一般,*,*,*,*,れな,レナ,レナ,1/2,*,れ]な
れつ,1345,1345,10000,名詞,一般,*,*,*,*,れつ,レツ,レツ,1/2,*,れ]つ
れだ,1345,1345,10000,名詞,一般,*,*,*,*,れだ,レダ,レダ,1/2,*,れ]だ
れたす,1345,1345,10000,名詞,一般,*,*,*,*,れたす,レタス,レタス,0/3,*,れ[たす
れすみ,1345,1345,10000,名詞,一般,*,*,*,*,れすみ,レスミ,レスミ,0/3,*,れ[すみ
れじな,1345,1345,10000,名詞,一般,*,*,*,*,れじな,レジナ,レジナ,0/3,*,れ[じな
れしか,1345,1345,10000,名詞,一般,*,*,*,*,れしか,レシカ,レシカ,0/3,*,れ[しか
れか,1345,1345,10000,名詞,一般,*,*,*,*,れか,レカ,レカ,1/2,*,れ]か
れおん,1345,1345,10000,名詞,一般,*,*,*,*,れおん,レオン,レオン,1/3,*,れ]おん
れおな,1345,1345,10000,名詞,一般,*,*,*,*,れおな,レオナ,レオナ,1/3,*,れ]おな
れお,1345,1345,10000,名詞,一般,*,*,*,*,れお,レオ,レオ,1/2,*,れ]お
れぇな,1345,1345,10000,名詞,一般,*,*,*,*,れぇな,レェナ,レェナ,0/2,*,れ[エな
れいん,1345,1345,10000,名詞,一般,*,*,*,*,れいん,レイン,レイン,0/3,*,れ[いん
れいり,1345,1345,10000,名詞,一般,*,*,*,*,れいり,レイリ,レイリ,1/3,*,れ]いり
れいら,1345,1345,10000,名詞,一般,*,*,*,*,れいら,レイラ,レイラ,1/3,*,れ]いら
れいゆ,1345,1345,10000,名詞,一般,*,*,*,*,れいゆ,レイユ,レイユ,1/3,*,れ]いゆ
れいや,1345,1345,10000,名詞,一般,*,*,*,*,れいや,レイヤ,レイヤ,1/3,*,れ]いや
れいに,1345,1345,10000,名詞,一般,*,*,*,*,れいに,レイニ,レイニ,0/3,*,れ[いに
れいな,1345,1345,10000,名詞,一般,*,*,*,*,れいな,レイナ,レイナ,1/3,*,れ]いな
れいと,1345,1345,10000,名詞,一般,*,*,*,*,れいと,レイト,レイト,1/3,*,れ]いと
れいこ,1345,1345,10000,名詞,一般,*,*,*,*,れいこ,レイコ,レイコ,1/3,*,れ]いこ
れいか,1345,1345,10000,名詞,一般,*,*,*,*,れいか,レイカ,レイカ,0/3,*,れ[いか
れいあ,1345,1345,10000,名詞,一般,*,*,*,*,れいあ,レイア,レイア,1/3,*,れ]いあ
れい,1345,1345,10000,名詞,一般,*,*,*,*,れい,レイ,レイ,1/2,*,れ]い
れあん,1345,1345,10000,名詞,一般,*,*,*,*,れあん,レアン,レアン,0/3,*,れ[あん
れあ,1345,1345,10000,名詞,一般,*,*,*,*,れあ,レア,レア,1/2,*,れ]あ
るんも,1345,1345,10000,名詞,一般,*,*,*,*,るんも,ルンモ,ルンモ,0/3,*,る[んも
るんな,1345,1345,10000,名詞,一般,*,*,*,*,るんな,ルンナ,ルンナ,0/3,*,る[んな
るんこ,1345,1345,10000,名詞,一般,*,*,*,*,るんこ,ルンコ,ルンコ,0/3,*,る[んこ
るん,1345,1345,10000,名詞,一般,*,*,*,*,るん,ルン,ルン,1/2,*,る]ん
るゑ,1345,1345,10000,名詞,一般,*,*,*,*,るゑ,ルヱ,ルヱ,1/2,*,る]ゑ
るるる,1345,1345,10000,名詞,一般,*,*,*,*,るるる,ルルル,ルルル,0/3,*,る[るる
るるら,1345,1345,10000,名詞,一般,*,*,*,*,るるら,ルルラ,ルルラ,1/3,*,る]るら
るるぶ,1345,1345,10000,名詞,一般,*,*,*,*,るるぶ,ルルブ,ルルブ,1/3,*,る]るぶ
るるの,1345,1345,10000,名詞,一般,*,*,*,*,るるの,ルルノ,ルルノ,1/3,*,る]るの
るるな,1345,1345,10000,名詞,一般,*,*,*,*,るるな,ルルナ,ルルナ,0/3,*,る[るな
るると,1345,1345,10000,名詞,一般,*,*,*,*,るると,ルルト,ルルト,1/3,*,る]ると
るるか,1345,1345,10000,名詞,一般,*,*,*,*,るるか,ルルカ,ルルカ,0/3,*,る[るか
るる,1345,1345,10000,名詞,一般,*,*,*,*,るる,ルル,ルル,1/2,*,る]る
るりは,1345,1345,10000,名詞,一般,*,*,*,*,るりは,ルリハ,ルリハ,1/3,*,る]りは
るりの,1345,1345,10000,名詞,一般,*,*,*,*,るりの,ルリノ,ルリノ,1/3,*,る]りの
るりこ,1345,1345,10000,名詞,一般,*,*,*,*,るりこ,ルリコ,ルリコ,1/3,*,る]りこ
るりか,1345,1345,10000,名詞,一般,*,*,*,*,るりか,ルリカ,ルリカ,1/3,*,る]りか
るりえ,1345,1345,10000,名詞,一般,*,*,*,*,るりえ,ルリエ,ルリエ,1/3,*,る]りえ
るり,1345,1345,10000,名詞,一般,*,*,*,*,るり,ルリ,ルリ,1/2,*,る]り
るゆ,1345,1345,10000,名詞,一般,*,*,*,*,るゆ,ルユ,ルユ,1/2,*,る]ゆ
るもあ,1345,1345,10000,名詞,一般,*,*,*,*,るもあ,ルモア,ルモア,0/3,*,る[もあ
るみん,1345,1345,10000,名詞,一般,*,*,*,*,るみん,ルミン,ルミン,1/3,*,る]みん
るみゑ,1345,1345,10000,名詞,一般,*,*,*,*,るみゑ,ルミヱ,ルミヱ,1/3,*,る]みゑ
るみゆ,1345,1345,10000,名詞,一般,*,*,*,*,るみゆ,ルミユ,ルミユ,1/3,*,る]みゆ
るみの,1345,1345,10000,名詞,一般,*,*,*,*,るみの,ルミノ,ルミノ,1/3,*,る]みの
るみな,1345,1345,10000,名詞,一般,*,*,*,*,るみな,ルミナ,ルミナ,1/3,*,る]みな
るみこ,1345,1345,10000,名詞,一般,*,*,*,*,るみこ,ルミコ,ルミコ,1/3,*,る]みこ
るみえ,1345,1345,10000,名詞,一般,*,*,*,*,るみえ,ルミエ,ルミエ,1/3,*,る]みえ
るみ,1345,1345,10000,名詞,一般,*,*,*,*,るみ,ルミ,ルミ,1/2,*,る]み
るぴな,1345,1345,10000,名詞,一般,*,*,*,*,るぴな,ルピナ,ルピナ,0/3,*,る[ぴな
るびー,1345,1345,10000,名詞,一般,*,*,*,*,るびー,ルビー,ルビー,1/3,*,る]びー
るび,1345,1345,10000,名詞,一般,*,*,*,*,るび,ルビ,ルビ,1/2,*,る]び
るに,1345,1345,10000,名詞,一般,*,*,*,*,るに,ルニ,ルニ,1/2,*,る]に
るなみ,1345,1345,10000,名詞,一般,*,*,*,*,るなみ,ルナミ,ルナミ,0/3,*,る[なみ
るな,1345,1345,10000,名詞,一般,*,*,*,*,るな,ルナ,ルナ,1/2,*,る]な
るつぼ,1345,1345,10000,名詞,一般,*,*,*,*,るつぼ,ルツボ,ルツボ,1/3,*,る]つぼ
るつき,1345,1345,10000,名詞,一般,*,*,*,*,るつき,ルツキ,ルツキ,0/3,*,る[つき
るちえ,1345,1345,10000,名詞,一般,*,*,*,*,るちえ,ルチエ,ルチエ,0/3,*,る[ちえ
るちあ,1345,1345,10000,名詞,一般,*,*,*,*,るちあ,ルチア,ルチア,0/3,*,る[ちあ
るたん,1345,1345,10000,名詞,一般,*,*,*,*,るたん,ルタン,ルタン,0/3,*,る[たん
るじぇ,1345,1345,10000,名詞,一般,*,*,*,*,るじぇ,ルジェ,ルジェ,0/2,*,る[じエ
るぐみ,1345,1345,10000,名詞,一般,*,*,*,*,るぐみ,ルグミ,ルグミ,0/3,*,る[ぐみ
るくも,1345,1345,10000,名詞,一般,*,*,*,*,るくも,ルクモ,ルクモ,0/3,*,る[くも
るき,1345,1345,10000,名詞,一般,*,*,*,*,るき,ルキ,ルキ,1/2,*,る]き
るかさ,1345,1345,10000,名詞,一般,*,*,*,*,るかさ,ルカサ,ルカサ,0/3,*,る[かさ
るか,1345,1345,10000,名詞,一般,*,*,*,*,るか,ルカ,ルカ,1/2,*,る]か
るおん,1345,1345,10000,名詞,一般,*,*,*,*,るおん,ルオン,ルオン,0/3,*,る[おん
るえら,1345,1345,10000,名詞,一般,*,*,*,*,るえら,ルエラ,ルエラ,0/3,*,る[えら
るうら,1345,1345,10000,名詞,一般,*,*,*,*,るうら,ルウラ,ルウラ,0/3,*,る[うら
るうな,1345,1345,10000,名詞,一般,*,*,*,*,るうな,ルウナ,ルウナ,0/3,*,る[うな
るうじゅ,1345,1345,10000,名詞,一般,*,*,*,*,るうじゅ,ルウジュ,ルウジュ,0/3,*,る[うじユ
るうか,1345,1345,10000,名詞,一般,*,*,*,*,るうか,ルウカ,ルウカ,0/3,*,る[うか
るう,1345,1345,10000,名詞,一般,*,*,*,*,るう,ルウ,ルウ,1/2,*,る]う
るぅ,1345,1345,10000,名詞,一般,*,*,*,*,るぅ,ルゥ,ルゥ,1/1,*,る]ウ
るいろ,1345,1345,10000,名詞,一般,*,*,*,*,るいろ,ルイロ,ルイロ,0/3,*,る[いろ
るいり,1345,1345,10000,名詞,一般,*,*,*,*,るいり,ルイリ,ルイリ,1/3,*,る]いり
るいな,1345,1345,10000,名詞,一般,*,*,*,*,るいな,ルイナ,ルイナ,1/3,*,る]いな
るいす,1345,1345,10000,名詞,一般,*,*,*,*,るいす,ルイス,ルイス,1/3,*,る]いす
るいこ,1345,1345,10000,名詞,一般,*,*,*,*,るいこ,ルイコ,ルイコ,1/3,*,る]いこ
るい,1345,1345,10000,名詞,一般,*,*,*,*,るい,ルイ,ルイ,1/2,*,る]い
るあ,1345,1345,10000,名詞,一般,*,*,*,*,るあ,ルア,ルア,1/2,*,る]あ
りーこ,1345,1345,10000,名詞,一般,*,*,*,*,りーこ,リーコ,リーコ,0/3,*,り[ーこ
りんりん,1345,1345,10000,名詞,一般,*,*,*,*,りんりん,リンリン,リンリン,0/4,*,り[んりん
りんゆ,1345,1345,10000,名詞,一般,*,*,*,*,りんゆ,リンユ,リンユ,0/3,*,り[んゆ
りんね,1345,1345,10000,名詞,一般,*,*,*,*,りんね,リンネ,リンネ,0/3,*,り[んね
りんな,1345,1345,10000,名詞,一般,*,*,*,*,りんな,リンナ,リンナ,0/3,*,り[んな
りんご,1345,1345,10000,名詞,一般,*,*,*,*,りんご,リンゴ,リンゴ,0/3,*,り[んご
りんこ,1345,1345,10000,名詞,一般,*,*,*,*,りんこ,リンコ,リンコ,0/3,*,り[んこ
りんか,1345,1345,10000,名詞,一般,*,*,*,*,りんか,リンカ,リンカ,1/3,*,り]んか
りん,1345,1345,10000,名詞,一般,*,*,*,*,りん,リン,リン,1/2,*,り]ん
りを,1345,1345,10000,名詞,一般,*,*,*,*,りを,リヲ,リヲ,1/2,*,り]を
りゑ,1345,1345,10000,名詞,一般,*,*,*,*,りゑ,リヱ,リヱ,1/2,*,り]ゑ
りろん,1345,1345,10000,名詞,一般,*,*,*,*,りろん,リロン,リロン,0/3,*,り[ろん
りるる,1345,1345,10000,名詞,一般,*,*,*,*,りるる,リルル,リルル,0/3,*,り[るる
りるな,1345,1345,10000,名詞,一般,*,*,*,*,りるな,リルナ,リルナ,0/3,*,り[るな
りる,1345,1345,10000,名詞,一般,*,*,*,*,りる,リル,リル,1/2,*,り]る
りりむ,1345,1345,10000,名詞,一般,*,*,*,*,りりむ,リリム,リリム,0/3,*,り[りむ
りりと,1345,1345,10000,名詞,一般,*,*,*,*,りりと,リリト,リリト,0/3,*,り[りと
りりす,1345,1345,10000,名詞,一般,*,*,*,*,りりす,リリス,リリス,0/3,*,り[りす
りりこ,1345,1345,10000,名詞,一般,*,*,*,*,りりこ,リリコ,リリコ,0/3,*,り[りこ
りりか,1345,1345,10000,名詞,一般,*,*,*,*,りりか,リリカ,リリカ,1/3,*,り]りか
りりあん,1345,1345,10000,名詞,一般,*,*,*,*,りりあん,リリアン,リリアン,0/4,*,り[りあん
りりあ,1345,1345,10500,名詞,一般,*,*,*,*,りりあ,リリア,リリア,0/3,*,り[りあ
りり,1345,1345,10000,名詞,一般,*,*,*,*,りり,リリ,リリ,1/2,*,り]り
りらい,1345,1345,10000,名詞,一般,*,*,*,*,りらい,リライ,リライ,0/3,*,り[らい
りら,1345,1345,10000,名詞,一般,*,*,*,*,りら,リラ,リラ,1/2,*,り]ら
りよこ,1345,1345,10000,名詞,一般,*,*,*,*,りよこ,リヨコ,リヨコ,0/3,*,り[よこ
りよ,1345,1345,10000,名詞,一般,*,*,*,*,りよ,リヨ,リヨ,1/2,*,り]よ
りょうこ,1345,1345,10000,名詞,一般,*,*,*,*,りょうこ,リョウコ,リョウコ,0/3,*,り[ヨ]うこ
りょう,1345,1345,10500,名詞,一般,*,*,*,*,りょう,リョウ,リョウ,1/2,*,り]ヨう
りゆな,1345,1345,10000,名詞,一般,*,*,*,*,りゆな,リユナ,リユナ,0/3,*,り[ゆな
りゆい,1345,1345,10000,名詞,一般,*,*,*,*,りゆい,リユイ,リユイ,0/3,*,り[ゆい
りゆ,1345,1345,10000,名詞,一般,*,*,*,*,りゆ,リユ,リユ,1/2,*,り]ゆ
りゅん,1345,1345,10000,名詞,一般,*,*,*,*,りゅん,リュン,リュン,0/2,*,り[ユん
りゅら,1345,1345,10000,名詞,一般,*,*,*,*,りゅら,リュラ,リュラ,0/2,*,り[ユら
りゅみ,1345,1345,10000,名詞,一般,*,*,*,*,りゅみ,リュミ,リュミ,0/2,*,り[ユみ
りゅな,1345,1345,10000,名詞,一般,*,*,*,*,りゅな,リュナ,リュナ,0/2,*,り[ユな
りゅうちぇる,1345,1345,10000,名詞,一般,*,*,*,*,りゅうちぇる,リュウチェル,リュウチェル,3/4,*,り[ユうち]エる
りゅうき,1345,1345,10000,名詞,一般,*,*,*,*,りゅうき,リュウキ,リュウキ,0/3,*,り[ユうき
りゅうか,1345,1345,10000,名詞,一般,*,*,*,*,りゅうか,リュウカ,リュウカ,0/3,*,り[ユうか
りゅうい,1345,1345,10000,名詞,一般,*,*,*,*,りゅうい,リュウイ,リュウイ,0/3,*,り[ユうい
りゅう,1345,1345,10500,名詞,一般,*,*,*,*,りゅう,リュウ,リュウ,1/2,*,り]ユう
りやこ,1345,1345,10000,名詞,一般,*,*,*,*,りやこ,リヤコ,リヤコ,0/3,*,り[やこ
りやう,1345,1345,10000,名詞,一般,*,*,*,*,りやう,リヤウ,リヤウ,0/3,*,り[やう
りや,1345,1345,10000,名詞,一般,*,*,*,*,りや,リヤ,リヤ,1/2,*,り]や
りゃう,1345,1345,10000,名詞,一般,*,*,*,*,りゃう,リャウ,リャウ,0/2,*,り[ヤう
りめる,1345,1345,10000,名詞,一般,*,*,*,*,りめる,リメル,リメル,0/3,*,り[める
りむ,1345,1345,10000,名詞,一般,*,*,*,*,りむ,リム,リム,1/2,*,り]む
りみん,1345,1345,10000,名詞,一般,*,*,*,*,りみん,リミン,リミン,1/3,*,り]みん
りみる,1345,1345,10000,名詞,一般,*,*,*,*,りみる,リミル,リミル,0/3,*,り[みる
りみな,1345,1345,10000,名詞,一般,*,*,*,*,りみな,リミナ,リミナ,1/3,*,り]みな
りみ,1345,1345,10000,名詞,一般,*,*,*,*,りみ,リミ,リミ,1/2,*,り]み
りま,1345,1345,10000,名詞,一般,*,*,*,*,りま,リマ,リマ,1/2,*,り]ま
りぼん,1345,1345,10000,名詞,一般,*,*,*,*,りぼん,リボン,リボン,1/3,*,り]ぼん
りほな,1345,1345,10000,名詞,一般,*,*,*,*,りほな,リホナ,リホナ,1/3,*,り]ほな
りほ,1345,1345,10000,名詞,一般,*,*,*,*,りほ,リホ,リホ,1/2,*,り]ほ
りべか,1345,1345,10000,名詞,一般,*,*,*,*,りべか,リベカ,リベカ,0/3,*,り[べか
りぶら,1345,1345,10000,名詞,一般,*,*,*,*,りぶら,リブラ,リブラ,0/3,*,り[ぶら
りのん,1345,1345,10000,名詞,一般,*,*,*,*,りのん,リノン,リノン,0/3,*,り[のん
りのあ,1345,1345,10000,名詞,一般,*,*,*,*,りのあ,リノア,リノア,0/3,*,り[のあ
りの,1345,1345,10000,名詞,一般,*,*,*,*,りの,リノ,リノ,1/2,*,り]の
りにい,1345,1345,10000,名詞,一般,*,*,*,*,りにい,リニイ,リニイ,0/3,*,り[にい
りなみ,1345,1345,10000,名詞,一般,*,*,*,*,りなみ,リナミ,リナミ,0/3,*,り[なみ
りなの,1345,1345,10000,名詞,一般,*,*,*,*,りなの,リナノ,リナノ,0/3,*,り[なの
りなと,1345,1345,10000,名詞,一般,*,*,*,*,りなと,リナト,リナト,0/3,*,り[なと
りなう,1345,1345,10000,名詞,一般,*,*,*,*,りなう,リナウ,リナウ,1/3,*,り]なう
りな,1345,1345,10000,名詞,一般,*,*,*,*,りな,リナ,リナ,1/2,*,り]な
りと,1345,1345,10000,名詞,一般,*,*,*,*,りと,リト,リト,1/2,*,り]と
りでる,1345,1345,10000,名詞,一般,*,*,*,*,りでる,リデル,リデル,0/3,*,り[でる
りてふ,1345,1345,10000,名詞,一般,*,*,*,*,りてふ,リテフ,リテフ,0/3,*,り[てふ
りづは,1345,1345,10000,名詞,一般,*,*,*,*,りづは,リヅハ,リヅハ,0/3,*,り[づは
りつき,1345,1345,10000,名詞,一般,*,*,*,*,りつき,リツキ,リツキ,0/3,*,り[つき
りつえ,1345,1345,10000,名詞,一般,*,*,*,*,りつえ,リツエ,リツエ,1/3,*,り]つえ
